n,a,m,e,",",b,e,e,r,",",b,a,r
Jack Rice,North Pleasant Pale Ale,Mercury Brewing Company
Eleanor Tucker,Samuel Adams Cherry Wheat,Cape Ann Brewing
Rachel Simpson,Samuel Adams Boston Lager,Mercury Brewing Company
Lola Stanley,Samuel Adams Summer Ale,Mercury Brewing Company
Augusta Dixon,Ipswich Summer,Wachusetts Brewing Company
Elizabeth Little,Samuel Adams Golden Pilsner,Boston Beer Company
Violet Lyons,Harpoon Winter Warmer,Boston Beer Works
Micheal Meyer,Samuel Adams Summer Ale,Mercury Brewing Company
Birdie Stevens,Samuel Adams Holiday Porter,Mercury Brewing Company
Janie Jefferson,Classic Stout,Element Brewing Company
Lois Welch,Sam Adams Light,New Century Brewing Company
Jose Taylor,Samuel Adams OctoberFest,Boston Beer Works
Travis Flowers,Samuel Adams Boston Ale,Element Brewing Company
Delia Guerrero,Half in the Bagpipe,New Century Brewing Company
Gilbert Collins,Samuel Adams Hallertau Imperial Pilsner,Watch City Brewing
Virgie Obrien,Harpoon Celtic Ale,Brewery at Martha's Vineyard
Loretta Ballard,Olde #8 Anniversary Ale,Commonwealth Brewing #1
Louisa Haynes,Workingman's Wheat,John Harvard's Brew House - Framingham
Luis McKenzie,Wilmington Roggen Beer,Harpoon Brewery - Boston
Paul Beck,Harpoon Munich Dark,Paper City Brewing Company
Martin Craig,Ipswich Porter,Boston Beer Company
Clyde Little,Ipswich Winter,Boston Beer Works
Ernest Schneider,Samuel Adams Winter Lager,Wachusetts Brewing Company
Mayme Rivera,Classic Stout,Boston Beer Company
Austin Wong,Harpoon Celtic Ale,Element Brewing Company
Jim Paul,Samuel Adams Pale Ale,John Harvard's Brew House - Harvard Square
Lois Mitchell,Harpoon Celtic Ale,Mercury Brewing Company
Adrian Williams,Samuel Adams Blackberry Witbier,Element Brewing Company
Ian Wilkerson,Ipswich Oatmeal Stout,Boston Beer Company
Amanda Jacobs,Two Sisters Imperial Stout,New Century Brewing Company
Carolyn Rodriguez,Samuel Adams Winter Lager,Boston Beer Works
Anthony Greer,Workingman's Wheat,Paper City Brewing Company
Adam Barnes,Charles River Porter,Element Brewing Company
Donald Watkins,Samuel Adams Irish Red,Brewery at Martha's Vineyard
Nannie Stevens,Hard Core Crisp Apple Cider,Cape Ann Brewing
Ella Haynes,Regatta Golden,Wachusetts Brewing Company
Minnie Martin,Samuel Adams Black Lager,Boston Beer Works
Bryan Clark,Samuel Adams Honey Porter,Buzzards Bay Brewing Inc.
Mattie May,Green Monsta Ale,Paper City Brewing Company
Lizzie Farmer,Ipswich Porter,John Harvard's Brew House - Framingham
Rachel Byrd,Samuel Adams Utopias MMIV,Buzzards Bay Brewing Inc.
Ray Klein,Classic Stout,Element Brewing Company
Melvin Allen,Bankers Gold,Paper City Brewing Company
Bill Wagner,Samuel Adams Chocolate Bock,Commonwealth Brewing #1
Billy Mann,Ipswich Summer,John Harvard's Brew House - Framingham
Nell Pena,Cascade IPA,Brewery at Martha's Vineyard
Celia Stevenson,Samuel Adams Scotch Ale,Boston Beer Works
Jordan Hawkins,Ipswich Porter,Cambridge Brewing
Catherine Coleman,Harpoon Winter Warmer,Element Brewing Company
Kate Abbott,Samuel Adams Winter Lager,Wachusetts Brewing Company
Patrick Carr,Kenmore K̦lsch,Watch City Brewing
Lloyd Wells,Heather Ale,Boston Beer Works
Craig Sparks,Hard Core Crisp Apple Cider,Paper City Brewing Company
Rosetta Adams,Puffers Smoked Porter,New Century Brewing Company
Marie Schultz,Holyoke Dam Ale,Wachusetts Brewing Company
Kenneth Jones,Samuel Adams Irish Red,Commonwealth Brewing #1
Bettie Adkins,Ipswich Nut Brown,Boston Beer Company
Bill Lambert,Framingham Maibock,Brewery at Martha's Vineyard
Manuel Holmes,Samuel Adams Boston Lager,Boston Beer Works
Chase Dawson,Samuel Adams Old Fezziwig Ale,Boston Beer Works
Gavin Johnston,Graduation Ale,Harpoon Brewery - Boston
Beatrice Patterson,Samuel Adams Scotch Ale,Cambridge Brewing
Darrell Carlson,Harpoon Brown Session Ale,Boston Beer Works
Mittie Wade,Harpoon Brown Session Ale,Harpoon Brewery - Boston
Nora Rivera,Regatta Golden,Watch City Brewing
Danny Phelps,Sam Adams Light,Mercury Brewing Company
Ivan Martinez,Samuel Adams Black Lager,Element Brewing Company
Viola Riley,Samuel Adams Brown Ale,Paper City Brewing Company
Barbara Estrada,Ipswich Porter,Mercury Brewing Company
Caleb Dixon,Patriots Pilsner,Wachusetts Brewing Company
Ronald Watts,Hard Core Crisp Apple Cider,Wachusetts Brewing Company
George Hoffman,Hercules Stong Ale,Watch City Brewing
Donald Jacobs,Olde Buzzard Lager,Boston Beer Works
Leona Drake,Sam Adams Light,Watch City Brewing
Verna Leonard,Ipswich Winter,Boston Beer Company
Belle Vega,Half in the Bagpipe,Brewery at Martha's Vineyard
Barry Sharp,Samuel Adams Double Bock,Boston Beer Works
Lester Powers,Buckeye Oatmeal Stout,Commonwealth Brewing #1
Jacob Ford,Cascade IPA,Commonwealth Brewing #1
Isabelle Valdez,Hercules Stong Ale,Commonwealth Brewing #1
Jeremiah Strickland,Samuel Adams Pale Ale,Watch City Brewing
Eleanor Castro,Two Sisters Imperial Stout,Harpoon Brewery - Boston
Philip Sharp,Longshot American Pale Ale,New Century Brewing Company
Pauline Pratt,Famous Porter,Boston Beer Works
Nathaniel McGuire,Samuel Adams Brown Ale,John Harvard's Brew House - Framingham
Olive Oliver,Olde Buzzard Lager,Cape Ann Brewing
Sara Willis,Harpoon Munich Dark,Watch City Brewing
Kenneth Webb,Ipswich IPA,John Harvard's Brew House - Harvard Square
Hunter Sharp,Amber Ale,Commonwealth Brewing #1
Sue Frazier,Ipswich IPA,Commonwealth Brewing #1
Jeanette Malone,Longshot Hazelnut Brown,Buzzards Bay Brewing Inc.
Franklin Sanders,Samuel Adams Hefeweizen,Boston Beer Company
Justin Wade,Charles River Porter,Wachusetts Brewing Company
Eric Cross,Workingman's Wheat,John Harvard's Brew House - Framingham
Annie Bryan,Wheaten Ale,John Harvard's Brew House - Framingham
Benjamin Ruiz,Boltwood Bock,Boston Beer Company
Belle Crawford,Samuel Adams Coastal Wheat,Harpoon Brewery - Boston
Gavin Spencer,Amber Ale,Element Brewing Company
Theodore Hale,Samuel Adams White Ale,Cape Ann Brewing
Bradley Jacobs,Samuel Adams Imperial White,Watch City Brewing
Martin Wallace,Green Monsta Ale,Boston Beer Works
Stella Hampton,Workingman's Wheat,Brewery at Martha's Vineyard
Clarence Garza,North Pleasant Pale Ale,Buzzards Bay Brewing Inc.
Richard Austin,Framingham Maibock,Paper City Brewing Company
Leona Murray,Longshot Hazelnut Brown,Brewery at Martha's Vineyard
Polly Todd,Cambridge Amber,New Century Brewing Company
Jose Gordon,Wilmington Roggen Beer,Commonwealth Brewing #1
Blake Black,Boston Red,Buzzards Bay Brewing Inc.
Joe Bell,Puffers Smoked Porter,Paper City Brewing Company
Mathilda Adams,Samuel Adams Triplebock 1995,New Century Brewing Company
Cornelia Banks,Cambridge Amber,Commonwealth Brewing #1
Rosetta Benson,Samuel Adams Hallertau Imperial Pilsner,Cambridge Brewing
Jay Pearson,Samuel Adams Hallertau Imperial Pilsner,John Harvard's Brew House - Harvard Square
Hettie Boyd,UFO Raspberry Hefeweizen,John Harvard's Brew House - Framingham
Ethel Cohen,Ipswich Harvest,Harpoon Brewery - Boston
Darrell Frazier,Graduation Ale,Cambridge Brewing
Justin Bush,Samuel Adams Utopias MMIV,Harpoon Brewery - Boston
Alice Mills,Samuel Adams Old Fezziwig Ale,Paper City Brewing Company
Caleb Parsons,Samuel Adams Pale Ale,Paper City Brewing Company
Leah Schneider,Samuel Adams Double Bock,New Century Brewing Company
Abbie Gray,Workingman's Wheat,Wachusetts Brewing Company
Samuel Mason,Samuel Adams Triplebock 1994,Mercury Brewing Company
Robert Williams,Harpoon Munich Dark,Watch City Brewing
Johanna Wood,Samuel Adams Triplebock 1995,Brewery at Martha's Vineyard
Gavin Doyle,Kenmore K̦lsch,John Harvard's Brew House - Harvard Square
Rachel Goodwin,Righteous Red,Brewery at Martha's Vineyard
Pauline Vega,Ipswich Oatmeal Stout,New Century Brewing Company
Gregory Page,Wilmington Roggen Beer,Cape Ann Brewing
Carl Townsend,North Pleasant Pale Ale,Mercury Brewing Company
Amy Parker,Samuel Adams Cranberry Lambic,Boston Beer Company
Francis Shelton,Longshot American Pale Ale,Harpoon Brewery - Boston
Max Pratt,Ipswich Oatmeal Stout,Cambridge Brewing
Cody Fisher,Harpoon Winter Warmer,Cape Ann Brewing
Lulu Garza,Samuel Adams Boston Lager,Brewery at Martha's Vineyard
Harold Bush,Samuel Adams Blackberry Witbier,Brewery at Martha's Vineyard
Bertie Wong,Samuel Adams Cherry Wheat,Brewery at Martha's Vineyard
Rose Riley,Righteous Red,Cambridge Brewing
Eliza Sims,Ipswich IPA,Mercury Brewing Company
Evan Sutton,Olde Buzzard Lager,Boston Beer Works
Caleb Cobb,Ipswich IPA,Harpoon Brewery - Boston
Laura Howard,Samuel Adams Pale Ale,Watch City Brewing
Peter Nguyen,Ipswich IPA,New Century Brewing Company
Rhoda Singleton,Ipswich Nut Brown,John Harvard's Brew House - Harvard Square
Francis Massey,Samuel Adams Black Lager,Harpoon Brewery - Boston
Eula McGee,Tall Tale Pale Ale,Commonwealth Brewing #1
Evelyn Tyler,UFO Raspberry Hefeweizen,Boston Beer Company
Samuel Daniel,Samuel Adams Noble Pils,Buzzards Bay Brewing Inc.
Travis Casey,Samuel Adams Holiday Porter,Buzzards Bay Brewing Inc.
Leila Ball,Golden Ale,John Harvard's Brew House - Harvard Square
Teresa Rose,Samuel Adams Utopias MMIV,Cambridge Brewing
Lloyd Wright,Green Monsta Ale,John Harvard's Brew House - Harvard Square
Clayton Griffith,Samuel Adams Imperial Stout,Brewery at Martha's Vineyard
Beulah Bowers,Puffers Smoked Porter,Mercury Brewing Company
Anne Meyer,Tall Tale Pale Ale,Buzzards Bay Brewing Inc.
Claudia Townsend,Hops Explosion IPA,Boston Beer Works
Vera Maldonado,Samuel Adams Noble Pils,Element Brewing Company
Helena Kennedy,Extra Stout,Paper City Brewing Company
Gabriel Diaz,Samuel Adams Golden Pilsner,New Century Brewing Company
Austin Saunders,Boston Red,Wachusetts Brewing Company
Lettie Abbott,IPA,Commonwealth Brewing #1
Clara Pena,Wachusetts IPA,Brewery at Martha's Vineyard
Myra Walters,Samuel Adams Brown Ale,Buzzards Bay Brewing Inc.
Cordelia Holmes,Heather Ale,John Harvard's Brew House - Framingham
Victor Padilla,Buckeye Oatmeal Stout,New Century Brewing Company
Jeffrey Tyler,1084 Barleywine,Watch City Brewing
Gussie Walker,Massatucky Brown,Cambridge Brewing
Chris Ortiz,Lewmeister Oktoberfest,Brewery at Martha's Vineyard
Callie Maxwell,Samuel Adams Utopias MMIV,Brewery at Martha's Vineyard
Fanny Meyer,Samuel Adams Cherry Wheat,Mercury Brewing Company
Agnes Thornton,Ipswich Dark Ale,Buzzards Bay Brewing Inc.
Winnie McKinney,Samuel Adams Brown Ale,Watch City Brewing
Bessie Wolfe,Samuel Adams Spring Ale,New Century Brewing Company
Milton Bailey,Boltwood Bock,Element Brewing Company
Raymond Watson,Regatta Golden,Buzzards Bay Brewing Inc.
Ruth Ellis,Sam Adams Light,Commonwealth Brewing #1
Devin Huff,Longshot American Pale Ale,Watch City Brewing
Eric Roy,Patriots Pilsner,Cambridge Brewing
Richard Allison,Graduation Ale,Element Brewing Company
Catherine Berry,Righteous Red,Wachusetts Brewing Company
Stella Washington,UFO Raspberry Hefeweizen,Boston Beer Works
Amanda Roberts,Kenmore K̦lsch,Commonwealth Brewing #1
Jay Baldwin,Hard Core Crisp Apple Cider,Brewery at Martha's Vineyard
Alvin Fuller,Framingham Maibock,Buzzards Bay Brewing Inc.
Troy George,Wheaten Ale,Brewery at Martha's Vineyard
Rose Hunt,Wachusetts IPA,Brewery at Martha's Vineyard
Alejandro Lyons,Harpoon Munich Dark,Commonwealth Brewing #1
Michael Doyle,Righteous Red,Brewery at Martha's Vineyard
Daniel Campbell,Samuel Adams Summer Ale,Commonwealth Brewing #1
Max Hart,Samuel Adams Chocolate Bock,Mercury Brewing Company
Olive Romero,Extra Stout,Brewery at Martha's Vineyard
Lenora May,Samuel Adams Noble Pils,Wachusetts Brewing Company
John Abbott,Raspberry Brown Ale,Brewery at Martha's Vineyard
Lina Christensen,Samuel Adams Hallertau Imperial Pilsner,Paper City Brewing Company
Adelaide White,Wheaten Ale,Cape Ann Brewing
Mable Elliott,Harpoon Celtic Ale,Buzzards Bay Brewing Inc.
Elva Lane,Samuel Adams Pale Ale,John Harvard's Brew House - Harvard Square
Frank Johnson,Green Monsta Ale,Cambridge Brewing
Gavin Spencer,Samuel Adams Pale Ale,Cape Ann Brewing
Hannah Higgins,Boltwood Bock,John Harvard's Brew House - Harvard Square
Jeffery McBride,Wachusetts IPA,Mercury Brewing Company
Genevieve Christensen,Harpoon Winter Warmer,John Harvard's Brew House - Harvard Square
Austin Hodges,Raspberry Brown Ale,New Century Brewing Company
Curtis McLaughlin,Golden Ale,New Century Brewing Company
Grace Daniel,Samuel Adams Black Lager,Boston Beer Company
Callie Fisher,Lewmeister Oktoberfest,Harpoon Brewery - Boston
Derek Santos,Special Old Ale,Wachusetts Brewing Company
Pauline Greer,Wheaten Ale,Paper City Brewing Company
Cora Norton,Ipswich Original Ale,Commonwealth Brewing #1
Max Payne,Harpoon Celtic Ale,Cambridge Brewing
Adam Simmons,Samuel Adams Cream Stout,Paper City Brewing Company
Essie Phillips,Samuel Adams Brown Ale,Brewery at Martha's Vineyard
Douglas Aguilar,Samuel Adams Imperial Stout,Boston Beer Company
Cordelia Stone,Ipswich Harvest,Element Brewing Company
Leonard Pena,Harpoon Leviathan,Paper City Brewing Company
Andre Munoz,Olde Buzzard Lager,Mercury Brewing Company
Antonio Weaver,Dark Element,Cape Ann Brewing
Janie Green,Samuel Adams Golden Pilsner,Brewery at Martha's Vineyard
Dora Peters,Golden Ale,Brewery at Martha's Vineyard
Randy Weaver,Ipswich Nut Brown,Harpoon Brewery - Boston
Belle Todd,Patriots Pilsner,Mercury Brewing Company
Stephen Parker,Classic Stout,Buzzards Bay Brewing Inc.
Sean Swanson,Ipswich Nut Brown,Commonwealth Brewing #1
Amy Daniel,Samuel Adams Triplebock 1995,Element Brewing Company
Maria Hopkins,Samuel Adams Hallertau Imperial Pilsner,Paper City Brewing Company
Estella Barnett,Buckeye Oatmeal Stout,Watch City Brewing
Rachel Barnett,Famous Porter,New Century Brewing Company
Hulda Moody,Boston Red,Buzzards Bay Brewing Inc.
Devin Casey,Dark Element,Harpoon Brewery - Boston
Nathaniel McDonald,Fenway American Pale Ale,Boston Beer Works
Warren Townsend,Ipswich Original Ale,Brewery at Martha's Vineyard
Barry Frazier,Classic Stout,John Harvard's Brew House - Framingham
Dorothy Thompson,IPA,Watch City Brewing
Franklin Hernandez,Raspberry Brown Ale,John Harvard's Brew House - Framingham
Blanche Cortez,Ipswich Harvest,Element Brewing Company
Bess Cohen,Lewmeister Oktoberfest,Commonwealth Brewing #1
Luis Norton,Samuel Adams Old Fezziwig Ale,Watch City Brewing
Beatrice Patton,Olde Buzzard Lager,Commonwealth Brewing #1
Edna Kelley,Harpoon Ale,Wachusetts Brewing Company
Lelia Oliver,Samuel Adams Cream Stout,Buzzards Bay Brewing Inc.
Clifford Rhodes,Samuel Adams Spring Ale,Cape Ann Brewing
Beatrice Peters,Edison Light Beer,John Harvard's Brew House - Framingham
Carrie McCarthy,Framingham Maibock,Cambridge Brewing
Trevor Sherman,Ipswich Original Ale,Paper City Brewing Company
Randall Alvarado,Samuel Adams Blackberry Witbier,Cambridge Brewing
Eugenia Bowers,Sam Adams Light,Cape Ann Brewing
Manuel Santos,Ipswich Summer,New Century Brewing Company
Hannah Holloway,Massatucky Brown,John Harvard's Brew House - Harvard Square
Nina Harrison,Edison Light Beer,Boston Beer Works
Floyd Owen,Extra Stout,Boston Beer Works
Antonio Silva,Olde Buzzard Lager,Paper City Brewing Company
Fannie Sherman,Graduation Ale,Harpoon Brewery - Boston
Cordelia Simpson,Samuel Adams Noble Pils,Commonwealth Brewing #1
Eleanor Hodges,Samuel Adams Hefeweizen,Paper City Brewing Company
Benjamin Fields,Ipswich Harvest,John Harvard's Brew House - Harvard Square
Gene Holloway,Famous Porter,New Century Brewing Company
Florence Gibson,Samuel Adams OctoberFest,Mercury Brewing Company
Gussie Thompson,Samuel Adams Hallertau Imperial Pilsner,Harpoon Brewery - Boston
Andre Allison,Kenmore K̦lsch,Element Brewing Company
Ola Campbell,Harpoon Ale,Cape Ann Brewing
Isabel Scott,Samuel Adams Utopias MMIV,Boston Beer Company
Devin Curry,1084 Barleywine,John Harvard's Brew House - Harvard Square
Lola Greer,Olde Buzzard Lager,Watch City Brewing
Cameron Bowen,Samuel Adams Double Bock,Cambridge Brewing
Dylan Stephens,Harpoon UFO Hefeweizen,Cape Ann Brewing
Cody Watkins,Lewmeister Oktoberfest,Commonwealth Brewing #1
Alan Evans,Edison Light Beer,New Century Brewing Company
Daniel Houston,Cambridge Amber,John Harvard's Brew House - Harvard Square
Barry Crawford,Fenway American Pale Ale,Cambridge Brewing
Jeremiah Waters,Lewmeister Oktoberfest,Harpoon Brewery - Boston
Alberta Rodgers,Hard Core Crisp Apple Cider,Element Brewing Company
Myra Ryan,Longshot Hazelnut Brown,New Century Brewing Company
Bernice Chambers,Samuel Adams Blackberry Witbier,Boston Beer Works
Beulah Garrett,Harpoon Celtic Ale,Element Brewing Company
Edward Reid,Samuel Adams OctoberFest,Cambridge Brewing
Manuel Lee,Amber Ale,Boston Beer Company
Myra Schwartz,Samuel Adams Coastal Wheat,Harpoon Brewery - Boston
Ada Bennett,Samuel Adams Honey Porter,Mercury Brewing Company
Sally Waters,Harpoon Celtic Ale,Harpoon Brewery - Boston
Olivia Sanders,Samuel Adams Winter Lager,Harpoon Brewery - Boston
Sadie Moore,Hard Core Crisp Apple Cider,Cambridge Brewing
Nathaniel Gonzales,Samuel Adams Cherry Wheat,Paper City Brewing Company
Stephen Terry,Samuel Adams Black Lager,Harpoon Brewery - Boston
Brent Peters,Amber Ale,Paper City Brewing Company
Ruby Brown,Patriots Pilsner,John Harvard's Brew House - Framingham
Bess Holmes,Honey Pilsner,Harpoon Brewery - Boston
Katherine Caldwell,Boston Red,John Harvard's Brew House - Framingham
Bernice Boyd,Wheaten Ale,Wachusetts Brewing Company
Isabel Rice,Dark Element,Boston Beer Works
Mabel Medina,Boltwood Bock,John Harvard's Brew House - Framingham
Alexander Malone,Wachusetts IPA,Boston Beer Works
Stephen Gill,Samuel Adams Spring Ale,Watch City Brewing
Bessie Stewart,Puffers Smoked Porter,Watch City Brewing
Jimmy Lee,Holyoke Dam Ale,Buzzards Bay Brewing Inc.
Marian Franklin,Samuel Adams Spring Ale,New Century Brewing Company
Jessie Davidson,Famous Porter,Buzzards Bay Brewing Inc.
Fanny Little,1084 Barleywine,Buzzards Bay Brewing Inc.
Celia Becker,Two Sisters Imperial Stout,Element Brewing Company
Nannie Newman,Charles River Porter,Boston Beer Company
Mitchell Caldwell,Golden Ale,Commonwealth Brewing #1
Tommy Underwood,Harpoon Brown Session Ale,Buzzards Bay Brewing Inc.
Emma Ramsey,Samuel Adams Hefeweizen,Harpoon Brewery - Boston
Katharine Smith,Samuel Adams Blackberry Witbier,Watch City Brewing
Nannie Gutierrez,Longshot American Pale Ale,Harpoon Brewery - Boston
Annie Ramos,Ipswich Winter,Paper City Brewing Company
Cecilia Morgan,Heather Ale,Brewery at Martha's Vineyard
Maurice Wood,Regatta Golden,Watch City Brewing
Andrew James,Famous Porter,Brewery at Martha's Vineyard
Michael Bridges,Samuel Adams Hallertau Imperial Pilsner,Cape Ann Brewing
Wayne Houston,Samuel Adams OctoberFest,Boston Beer Works
Glen Hunter,Buckeye Oatmeal Stout,John Harvard's Brew House - Harvard Square
Larry Nguyen,Green Monsta Ale,Wachusetts Brewing Company
Paul Perkins,Samuel Adams Winter Lager,New Century Brewing Company
Juan Rogers,Hard Core Crisp Apple Cider,John Harvard's Brew House - Harvard Square
Dollie Schmidt,Holyoke Dam Ale,Buzzards Bay Brewing Inc.
Willie Harmon,Samuel Adams Winter Lager,John Harvard's Brew House - Framingham
Cordelia Fleming,UFO Raspberry Hefeweizen,Boston Beer Company
Christine Santiago,Samuel Adams Boston Ale,Element Brewing Company
Hattie Williamson,Kenmore K̦lsch,Wachusetts Brewing Company
Ruth Bishop,Half in the Bagpipe,Harpoon Brewery - Boston
Willie Stephens,Samuel Adams Utopias MMIV,Brewery at Martha's Vineyard
Wesley Garrett,Massatucky Brown,Watch City Brewing
Evan Peterson,Samuel Adams Winter Lager,Cape Ann Brewing
Mark Caldwell,Edison Light Beer,Watch City Brewing
Estella Sherman,Famous Porter,Brewery at Martha's Vineyard
Martin Roberts,Righteous Red,Harpoon Brewery - Boston
Gary Figueroa,Harpoon Winter Warmer,Element Brewing Company
Gerald Pratt,Samuel Adams Pale Ale,Boston Beer Works
Julia Cook,Samuel Adams Chocolate Bock,Harpoon Brewery - Boston
Bess Wilkerson,Samuel Adams Triplebock 1994,Mercury Brewing Company
Darrell Ballard,Samuel Adams Black Lager,Brewery at Martha's Vineyard
Eva Sanchez,Samuel Adams Triplebock 1995,Mercury Brewing Company
Roxie Potter,Hops Explosion IPA,Element Brewing Company
Margaret Bradley,Kenmore K̦lsch,Wachusetts Brewing Company
Frances Hill,Wheaten Ale,Boston Beer Works
Caroline Reyes,Hard Core Crisp Apple Cider,Boston Beer Company
Ryan Fisher,Wilmington Roggen Beer,Wachusetts Brewing Company
Kevin Swanson,Green Monsta Ale,John Harvard's Brew House - Framingham
Emily Conner,Longshot American Pale Ale,Element Brewing Company
Clayton Perkins,Ipswich Oatmeal Stout,Watch City Brewing
Georgie Schultz,Samuel Adams Noble Pils,Element Brewing Company
Margaret Guzman,Extra Stout,Mercury Brewing Company
Allie Greene,Samuel Adams Imperial White,John Harvard's Brew House - Framingham
Jeffery Anderson,Special Old Ale,Mercury Brewing Company
Etta Bailey,Samuel Adams Utopias MMIV,John Harvard's Brew House - Harvard Square
Arthur Ellis,Samuel Adams Cherry Wheat,Mercury Brewing Company
Virginia Bates,Harpoon Celtic Ale,Element Brewing Company
Joshua Cooper,Longshot Hazelnut Brown,Mercury Brewing Company
Steven Clayton,Samuel Adams Coastal Wheat,New Century Brewing Company
Alma Reed,Buckeye Oatmeal Stout,Cambridge Brewing
Dora Welch,Famous Porter,John Harvard's Brew House - Harvard Square
Bessie Nichols,Samuel Adams Coastal Wheat,Watch City Brewing
Jeanette Flores,Longshot American Pale Ale,Watch City Brewing
Addie Gardner,Samuel Adams Blackberry Witbier,Mercury Brewing Company
Lilly Garrett,Kenmore K̦lsch,John Harvard's Brew House - Framingham
Violet Gregory,1084 Barleywine,Boston Beer Works
Keith Graves,Samuel Adams Summer Ale,Brewery at Martha's Vineyard
Calvin Gibbs,Samuel Adams Pale Ale,Buzzards Bay Brewing Inc.
Beatrice Salazar,Samuel Adams Cranberry Lambic,New Century Brewing Company
Edwin McBride,Ipswich Summer,Harpoon Brewery - Boston
Beulah Holmes,Samuel Adams Double Bock,Boston Beer Works
Edgar Warner,Samuel Adams Cherry Wheat,Boston Beer Company
Viola Hodges,Ipswich Harvest,New Century Brewing Company
Carrie Abbott,Harpoon UFO Hefeweizen,Buzzards Bay Brewing Inc.
Corey Kennedy,Samuel Adams Coastal Wheat,Harpoon Brewery - Boston
Ronnie Hogan,Samuel Adams Golden Pilsner,Paper City Brewing Company
Georgie Chambers,Samuel Adams Old Fezziwig Ale,John Harvard's Brew House - Framingham
Arthur Morris,Honey Pilsner,Element Brewing Company
Rena Luna,Extra Stout,Boston Beer Company
Jackson Martinez,Holyoke Dam Ale,Cambridge Brewing
Darrell Walters,North Pleasant Pale Ale,Commonwealth Brewing #1
Alta Martinez,IPA,Wachusetts Brewing Company
Noah Moreno,Heather Ale,Brewery at Martha's Vineyard
Hulda Hines,Cambridge Amber,Boston Beer Company
Calvin Paul,Classic Stout,Buzzards Bay Brewing Inc.
Hallie Gutierrez,Samuel Adams Honey Porter,John Harvard's Brew House - Harvard Square
Nora Pearson,Boston Red,John Harvard's Brew House - Harvard Square
Alta Williams,Samuel Adams Old Fezziwig Ale,Commonwealth Brewing #1
Lois Edwards,Wheaten Ale,Boston Beer Works
Margaret Jones,Longshot American Pale Ale,Boston Beer Works
Peter Santos,Samuel Adams Cherry Wheat,Brewery at Martha's Vineyard
Johnny Warner,Samuel Adams Blackberry Witbier,Brewery at Martha's Vineyard
Keith Mendoza,Wilmington Roggen Beer,John Harvard's Brew House - Framingham
Kevin Garrett,Hercules Stong Ale,Cape Ann Brewing
Celia Mendez,Fenway American Pale Ale,John Harvard's Brew House - Harvard Square
Craig Bowen,Olde #8 Anniversary Ale,Brewery at Martha's Vineyard
Erik Lucas,Honey Pilsner,Wachusetts Brewing Company
Stephen Quinn,Samuel Adams Pale Ale,Mercury Brewing Company
Madge Hudson,Fenway American Pale Ale,Cambridge Brewing
Ola Brooks,Samuel Adams Imperial Stout,John Harvard's Brew House - Harvard Square
Alejandro Romero,Hard Core Crisp Apple Cider,Paper City Brewing Company
Bess Hawkins,Classic Stout,Cambridge Brewing
Matilda Williamson,Wilmington Roggen Beer,John Harvard's Brew House - Harvard Square
Augusta Pearson,Longshot American Pale Ale,Harpoon Brewery - Boston
Peter Webb,Samuel Adams OctoberFest,Paper City Brewing Company
Rosa Holmes,Samuel Adams Black Lager,Boston Beer Company
Victor Romero,Samuel Adams Chocolate Bock,Boston Beer Company
Vera Lambert,1084 Barleywine,New Century Brewing Company
Kathryn Griffith,Ipswich Oatmeal Stout,Cape Ann Brewing
Elijah Walters,Samuel Adams Imperial White,Paper City Brewing Company
Amy Wise,Samuel Adams Black Lager,Paper City Brewing Company
Antonio Vargas,Ipswich Porter,Boston Beer Company
Rosie Jacobs,Samuel Adams Irish Red,New Century Brewing Company
Wesley Greer,Harpoon Ale,Watch City Brewing
Rachel Tate,Samuel Adams Boston Lager,Commonwealth Brewing #1
Allie Salazar,Charles River Porter,John Harvard's Brew House - Framingham
Ella Miles,Ipswich Original Ale,Buzzards Bay Brewing Inc.
Essie Graves,Two Sisters Imperial Stout,Paper City Brewing Company
Clyde Vasquez,Hops Explosion IPA,Brewery at Martha's Vineyard
Johnny Rivera,1084 Barleywine,Buzzards Bay Brewing Inc.
Leona Gross,Olde Buzzard Lager,Cape Ann Brewing
Isabel McCarthy,Samuel Adams Hallertau Imperial Pilsner,Boston Beer Works
James Burgess,Righteous Red,John Harvard's Brew House - Framingham
Tommy Ingram,Workingman's Wheat,Brewery at Martha's Vineyard
Lydia Williamson,Samuel Adams Hefeweizen,John Harvard's Brew House - Harvard Square
Alejandro Robinson,Ipswich Nut Brown,New Century Brewing Company
Anne Washington,Samuel Adams Coastal Wheat,Element Brewing Company
Lizzie Leonard,Famous Porter,John Harvard's Brew House - Framingham
Etta Douglas,Wachusetts IPA,John Harvard's Brew House - Framingham
Rose Garrett,Puffers Smoked Porter,Wachusetts Brewing Company
Dora Curry,Ipswich Harvest,Boston Beer Company
Noah Cole,Samuel Adams Scotch Ale,Harpoon Brewery - Boston
Herbert Russell,Famous Porter,Mercury Brewing Company
Alex Griffin,Olde Buzzard Lager,Watch City Brewing
Christopher Riley,Two Sisters Imperial Stout,Wachusetts Brewing Company
Earl Phillips,Half in the Bagpipe,Brewery at Martha's Vineyard
Ian Collier,Sam Adams Light,Buzzards Bay Brewing Inc.
Hilda Wood,Samuel Adams Black Lager,Watch City Brewing
